1.0000000e+00 1.0000000e+00 1.0000000e+00 9.3394947e+00 1.0000000e+00 1.1417443e+10 1.8370679e+09 3.0000000e+05 6.3222531e-11 5.7099107e+08 5.1780480e+04 -8.0451035e+04 2.0000000e+38 1.9197132e-01 1.2662672e+19 6.4376136e-02 -1.8258159e-07 7.8180434e+05         -inf         -inf          inf 
9.9567279e-01 9.9826404e-01 1.0000303e+00 4.0010000e-01 9.8964334e-01 1.1368037e+10 1.8338788e+09 3.0000910e+05 6.3884157e-11 5.7164449e+08 5.2231536e+04 -8.0852204e+04 1.9986184e+38 1.9196922e-01 1.2662634e+19 6.4756302e-02 -1.8596912e-07 7.8806118e+05 3.1369646e+20 4.8442615e+21          inf 
9.9136431e-01 9.9652452e-01 1.0000611e+00 4.0246275e-01 9.7938747e-01 1.1318845e+10 1.8306832e+09 3.0001834e+05 6.4553134e-11 5.7254141e+08 5.2686520e+04 -8.1248334e+04 1.9985805e+38 1.9196709e-01 1.2662595e+19 6.5171913e-02 -1.8954963e-07 7.9490206e+05 1.5715296e+20 2.4113602e+21          inf 
9.8707447e-01 9.9478138e-01 1.0000924e+00 4.0504579e-01 9.6923141e-01 1.1269866e+10 1.8274809e+09 3.0002771e+05 6.5229552e-11 5.7344026e+08 5.3145468e+04 -8.1646241e+04 1.9985747e+38 1.9196494e-01 1.2662556e+19 6.5590306e-02 -1.9320351e-07 8.0181505e+05 1.0497087e+20 1.6004022e+21          inf 
9.8280319e-01 9.9303464e-01 1.0001241e+00 4.0764611e-01 9.5917425e-01 1.1221099e+10 1.8242720e+09 3.0003722e+05 6.5913499e-11 5.7433591e+08 5.3608414e+04 -8.2046077e+04 1.9985733e+38 1.9196274e-01 1.2662516e+19 6.6010789e-02 -1.9692961e-07 8.0878978e+05 7.8878704e+19 1.1949365e+21          inf 
9.7855039e-01 9.9128432e-01 1.0001563e+00 4.1025943e-01 9.4921507e-01 1.1172543e+10 1.8210566e+09 3.0004688e+05 6.6605064e-11 5.7522772e+08 5.4075393e+04 -8.2447869e+04 1.9985729e+38 1.9196052e-01 1.2662477e+19 6.6433281e-02 -2.0072905e-07 8.1582547e+05 6.3222455e+19 9.5166841e+20          inf 
9.7431600e-01 9.8953042e-01 1.0001889e+00 4.1288523e-01 9.3935299e-01 1.1124197e+10 1.8178346e+09 3.0005667e+05 6.7304338e-11 5.7611553e+08 5.4546439e+04 -8.2851630e+04 1.9985729e+38 1.9195826e-01 1.2662437e+19 6.6857768e-02 -2.0460323e-07 8.2292238e+05 5.2784152e+19 7.8949917e+20          inf 
9.7009993e-01 9.8777297e-01 1.0002221e+00 4.1552343e-01 9.2958709e-01 1.1076061e+10 1.8146060e+09 3.0006662e+05 6.8011412e-11 5.7699925e+08 5.5021589e+04 -8.3257369e+04 1.9985730e+38 1.9195597e-01 1.2662398e+19 6.7284243e-02 -2.0855363e-07 8.3008094e+05 4.5327523e+19 6.7367218e+20          inf 
9.6590210e-01 9.8601197e-01 1.0002557e+00 4.1817399e-01 9.1991651e-01 1.1028132e+10 1.8113709e+09 3.0007671e+05 6.8726379e-11 5.7787884e+08 5.5500877e+04 -8.3665096e+04 1.9985732e+38 1.9195365e-01 1.2662358e+19 6.7712708e-02 -2.1258178e-07 8.3730166e+05 3.9734435e+19 5.8680913e+20          inf 
9.6172244e-01 9.8424743e-01 1.0002898e+00 4.2083691e-01 9.1034035e-01 1.0980411e+10 1.8081293e+09 3.0008695e+05 6.9449334e-11 5.7875426e+08 5.5984341e+04 -8.4074820e+04 1.9985735e+38 1.9195129e-01 1.2662317e+19 6.8143161e-02 -2.1668923e-07 8.4458505e+05 3.5383702e+19 5.1925537e+20          inf 
9.5756087e-01 9.8247937e-01 1.0003245e+00 4.2351220e-01 9.0085775e-01 1.0932897e+10 1.8048813e+09 3.0009735e+05 7.0180370e-11 5.7962547e+08 5.6472016e+04 -8.4486551e+04 1.9985737e+38 1.9194890e-01 1.2662277e+19 6.8575603e-02 -2.2087758e-07 8.5193164e+05 3.1902614e+19 4.6521812e+20          inf 
9.5341730e-01 9.8070780e-01 1.0003597e+00 4.2619984e-01 8.9146785e-01 1.0885588e+10 1.8016268e+09 3.0010790e+05 7.0919586e-11 5.8049243e+08 5.6963939e+04 -8.4900298e+04 1.9985740e+38 1.9194647e-01 1.2662237e+19 6.9010036e-02 -2.2514844e-07 8.5934199e+05 2.9053989e+19 4.2101107e+20          inf 
9.4929167e-01 9.7893273e-01 1.0003953e+00 4.2889986e-01 8.8216980e-01 1.0838483e+10 1.7983659e+09 3.0011860e+05 7.1667077e-11 5.8135511e+08 5.7460147e+04 -8.5316069e+04 1.9985743e+38 1.9194400e-01 1.2662196e+19 6.9446459e-02 -2.2950349e-07 8.6681663e+05 2.6679710e+19 3.8417667e+20          inf 
9.4518388e-01 9.7715417e-01 1.0004316e+00 4.3161224e-01 8.7296273e-01 1.0791583e+10 1.7950985e+09 3.0012947e+05 7.2422944e-11 5.8221347e+08 5.7960678e+04 -8.5733875e+04 1.9985745e+38 1.9194150e-01 1.2662155e+19 6.9884874e-02 -2.3394442e-07 8.7435613e+05 2.4670307e+19 3.5301355e+20          inf 
9.4109387e-01 9.7537214e-01 1.0004683e+00 4.3433701e-01 8.6384582e-01 1.0744886e+10 1.7918248e+09 3.0014050e+05 7.3187285e-11 5.8306748e+08 5.8465569e+04 -8.6153725e+04 1.9985748e+38 1.9193896e-01 1.2662114e+19 7.0325280e-02 -2.3847295e-07 8.8196103e+05 2.2947591e+19 3.2630643e+20          inf 
9.3702156e-01 9.7358665e-01 1.0005057e+00 4.3707415e-01 8.5481824e-01 1.0698390e+10 1.7885447e+09 3.0015170e+05 7.3960204e-11 5.8391710e+08 5.8974858e+04 -8.6575628e+04 1.9985751e+38 1.9193639e-01 1.2662073e+19 7.0767679e-02 -2.4309086e-07 8.8963190e+05 2.1454220e+19 3.0316411e+20          inf 
