1.0000000e+00 1.0000000e+00 1.0000000e+00 -3.4548490e-06 1.0000000e+00 3.4804190e+10 1.8828276e+09 3.0000000e+05 7.7447600e-12 5.6947343e+08 1.8574600e+04 -2.8717260e+04 2.0000000e+38 1.7001643e-01 1.2962058e+19 2.1166468e-02 -2.1189299e-09 7.4512180e+04 7.6518672e+33 3.6150892e+35 
1.0015514e+00 1.0006064e+00 9.9999962e-01 3.9126354e-01 1.0037135e+00 3.4858185e+10 1.8839694e+09 2.9999989e+05 7.7161061e-12 5.6924765e+08 1.8517100e+04 -2.8666302e+04 2.0005821e+38 1.7001645e-01 1.2962062e+19 2.1122483e-02 -2.1051694e-09 7.4303146e+04 -8.9384295e+20 -4.2317135e+22 
1.0031052e+00 1.0012124e+00 9.9999924e-01 3.9045047e-01 1.0074400e+00 3.4912264e+10 1.8851104e+09 2.9999977e+05 7.6875643e-12 5.6893376e+08 1.8459779e+04 -2.8616296e+04 2.0005982e+38 1.7001646e-01 1.2962066e+19 2.1074684e-02 -2.0909082e-09 7.4073736e+04 -4.4660953e+20 -2.1191755e+22 
1.0046614e+00 1.0018180e+00 9.9999887e-01 3.8956690e-01 1.0111796e+00 3.4966427e+10 1.8862505e+09 2.9999966e+05 7.6591342e-12 5.6861725e+08 1.8402635e+04 -2.8566397e+04 2.0006006e+38 1.7001648e-01 1.2962070e+19 2.1026871e-02 -2.0767311e-09 7.3844532e+04 -2.9753050e+20 -1.4150013e+22 
1.0062201e+00 1.0024231e+00 9.9999849e-01 3.8868307e-01 1.0149322e+00 3.5020674e+10 1.8873899e+09 2.9999955e+05 7.6308154e-12 5.6829994e+08 1.8345668e+04 -2.8516589e+04 2.0006013e+38 1.7001649e-01 1.2962074e+19 2.0979125e-02 -2.0626499e-09 7.3615969e+04 -2.2299049e+20 -1.0629161e+22 
1.0077811e+00 1.0030278e+00 9.9999812e-01 3.8780048e-01 1.0186979e+00 3.5075005e+10 1.8885284e+09 2.9999944e+05 7.6026074e-12 5.6798205e+08 1.8288877e+04 -2.8466869e+04 2.0006014e+38 1.7001651e-01 1.2962078e+19 2.0931455e-02 -2.0486653e-09 7.3388096e+04 -1.7826613e+20 -8.5166623e+21 
1.0093446e+00 1.0036321e+00 9.9999775e-01 3.8691931e-01 1.0224767e+00 3.5129420e+10 1.8896661e+09 2.9999932e+05 7.5745097e-12 5.6766363e+08 1.8232262e+04 -2.8417236e+04 2.0006015e+38 1.7001652e-01 1.2962082e+19 2.0883864e-02 -2.0347770e-09 7.3160924e+04 -1.4844962e+20 -7.1083406e+21 
1.0109105e+00 1.0042359e+00 9.9999738e-01 3.8603958e-01 1.0262688e+00 3.5183920e+10 1.8908030e+09 2.9999921e+05 7.5465219e-12 5.6734469e+08 1.8175822e+04 -2.8367689e+04 2.0006014e+38 1.7001654e-01 1.2962086e+19 2.0836352e-02 -2.0209843e-09 7.2934452e+04 -1.2715187e+20 -6.1024054e+21 
1.0124788e+00 1.0048392e+00 9.9999701e-01 3.8516132e-01 1.0300741e+00 3.5238505e+10 1.8919390e+09 2.9999910e+05 7.5186435e-12 5.6702525e+08 1.8119557e+04 -2.8318229e+04 2.0006013e+38 1.7001655e-01 1.2962090e+19 2.0788919e-02 -2.0072868e-09 7.2708680e+04 -1.1117834e+20 -5.3479617e+21 
1.0140496e+00 1.0054422e+00 9.9999665e-01 3.8428452e-01 1.0338927e+00 3.5293174e+10 1.8930742e+09 2.9999899e+05 7.4908741e-12 5.6670529e+08 1.8063466e+04 -2.8268856e+04 2.0006013e+38 1.7001657e-01 1.2962094e+19 2.0741566e-02 -1.9936836e-09 7.2483606e+04 -9.8754310e+19 -4.7611791e+21 
