1.0000000e+00 1.0000000e+00 1.0000000e+00 -4.0107972e+17 0.0000000e+00 1.6792120e+10 8.4928189e+08 3.0000000e+05 6.3222531e-11 2.6513873e+08 2.3938269e+04 -3.9857749e+04 2.0000000e+38 1.9197132e-01 3.8111489e+18 1.8966082e-02 -8.4010573e-08 3.6143045e+05 
1.0004607e+00 1.0001727e+00 9.9999784e-01 3.7500000e-01 -4.7023853e-03 1.6799855e+10 8.4942856e+08 2.9999935e+05 6.3153416e-11 2.6509782e+08 2.3916229e+04 -3.9837109e+04 2.0000392e+38 1.9197147e-01 3.8111517e+18 1.8952436e-02 -8.3843522e-08 3.6110504e+05 
1.0009216e+00 1.0003453e+00 9.9999568e-01 3.7473019e-01 -4.6930348e-03 1.6807594e+10 8.4957518e+08 2.9999870e+05 6.3084381e-11 2.6504268e+08 2.3894209e+04 -3.9816879e+04 2.0000402e+38 1.9197162e-01 3.8111545e+18 1.8937592e-02 -8.3675207e-08 3.6077303e+05 
1.0013826e+00 1.0005179e+00 9.9999352e-01 3.7443670e-01 -4.6836136e-03 1.6815337e+10 8.4972175e+08 2.9999806e+05 6.3015428e-11 2.6498719e+08 2.3872209e+04 -3.9796669e+04 2.0000403e+38 1.9197177e-01 3.8111572e+18 1.8922727e-02 -8.3507198e-08 3.6044116e+05 
1.0018440e+00 1.0006904e+00 9.9999136e-01 3.7414279e-01 -4.6742095e-03 1.6823083e+10 8.4986827e+08 2.9999741e+05 6.2946555e-11 2.6493163e+08 2.3850230e+04 -3.9776471e+04 2.0000402e+38 1.9197192e-01 3.8111600e+18 1.8907868e-02 -8.3339528e-08 3.6010957e+05 
1.0023055e+00 1.0008629e+00 9.9998921e-01 3.7384898e-01 -4.6648244e-03 1.6830833e+10 8.5001475e+08 2.9999676e+05 6.2877763e-11 2.6487604e+08 2.3828271e+04 -3.9756284e+04 2.0000401e+38 1.9197206e-01 3.8111628e+18 1.8893015e-02 -8.3172199e-08 3.5977828e+05 
1.0027672e+00 1.0010353e+00 9.9998707e-01 3.7355532e-01 -4.6554584e-03 1.6838587e+10 8.5016118e+08 2.9999612e+05 6.2809051e-11 2.6482043e+08 2.3806333e+04 -3.9736108e+04 2.0000400e+38 1.9197221e-01 3.8111656e+18 1.8878171e-02 -8.3005213e-08 3.5944729e+05 
1.0032291e+00 1.0012077e+00 9.9998492e-01 3.7326182e-01 -4.6461115e-03 1.6846344e+10 8.5030756e+08 2.9999548e+05 6.2740420e-11 2.6476480e+08 2.3784414e+04 -3.9715942e+04 2.0000399e+38 1.9197236e-01 3.8111684e+18 1.8863335e-02 -8.2838568e-08 3.5911661e+05 
1.0036913e+00 1.0013800e+00 9.9998278e-01 3.7296848e-01 -4.6367838e-03 1.6854104e+10 8.5045389e+08 2.9999483e+05 6.2671869e-11 2.6470916e+08 2.3762516e+04 -3.9695787e+04 2.0000398e+38 1.9197251e-01 3.8111712e+18 1.8848508e-02 -8.2672264e-08 3.5878623e+05 
1.0041537e+00 1.0015522e+00 9.9998064e-01 3.7267531e-01 -4.6274752e-03 1.6861869e+10 8.5060018e+08 2.9999419e+05 6.2603399e-11 2.6465349e+08 2.3740637e+04 -3.9675642e+04 2.0000397e+38 1.9197266e-01 3.8111740e+18 1.8833689e-02 -8.2506301e-08 3.5845615e+05 
1.0046163e+00 1.0017244e+00 9.9997851e-01 3.7238231e-01 -4.6181856e-03 1.6869636e+10 8.5074642e+08 2.9999355e+05 6.2535009e-11 2.6459781e+08 2.3718779e+04 -3.9655508e+04 2.0000396e+38 1.9197280e-01 3.8111768e+18 1.8818878e-02 -8.2340677e-08 3.5812638e+05 
1.0050790e+00 1.0018966e+00 9.9997638e-01 3.7208947e-01 -4.6089150e-03 1.6877408e+10 8.5089261e+08 2.9999291e+05 6.2466698e-11 2.6454211e+08 2.3696941e+04 -3.9635384e+04 2.0000395e+38 1.9197295e-01 3.8111795e+18 1.8804076e-02 -8.2175392e-08 3.5779690e+05 
1.0055421e+00 1.0020686e+00 9.9997425e-01 3.7179680e-01 -4.5996634e-03 1.6885182e+10 8.5103875e+08 2.9999228e+05 6.2398468e-11 2.6448639e+08 2.3675124e+04 -3.9615271e+04 2.0000394e+38 1.9197310e-01 3.8111823e+18 1.8789282e-02 -8.2010446e-08 3.5746774e+05 
1.0060053e+00 1.0022407e+00 9.9997213e-01 3.7150430e-01 -4.5904307e-03 1.6892961e+10 8.5118484e+08 2.9999164e+05 6.2330318e-11 2.6443065e+08 2.3653326e+04 -3.9595168e+04 2.0000393e+38 1.9197325e-01 3.8111851e+18 1.8774497e-02 -8.1845837e-08 3.5713887e+05 
1.0064687e+00 1.0024126e+00 9.9997001e-01 3.7121196e-01 -4.5812169e-03 1.6900743e+10 8.5133089e+08 2.9999100e+05 6.2262247e-11 2.6437490e+08 2.3631548e+04 -3.9575076e+04 2.0000392e+38 1.9197339e-01 3.8111879e+18 1.8759720e-02 -8.1681564e-08 3.5681031e+05 
1.0069324e+00 1.0025845e+00 9.9996789e-01 3.7091980e-01 -4.5720220e-03 1.6908529e+10 8.5147689e+08 2.9999037e+05 6.2194256e-11 2.6431912e+08 2.3609791e+04 -3.9554994e+04 2.0000391e+38 1.9197354e-01 3.8111907e+18 1.8744952e-02 -8.1517628e-08 3.5648204e+05 
1.0073962e+00 1.0027564e+00 9.9996577e-01 3.7062780e-01 -4.5628459e-03 1.6916318e+10 8.5162284e+08 2.9998973e+05 6.2126345e-11 2.6426333e+08 2.3588053e+04 -3.9534922e+04 2.0000390e+38 1.9197368e-01 3.8111934e+18 1.8730192e-02 -8.1354027e-08 3.5615408e+05 
1.0078603e+00 1.0029282e+00 9.9996366e-01 3.7033596e-01 -4.5536885e-03 1.6924111e+10 8.5176874e+08 2.9998910e+05 6.2058513e-11 2.6420753e+08 2.3566335e+04 -3.9514861e+04 2.0000389e+38 1.9197383e-01 3.8111962e+18 1.8715441e-02 -8.1190761e-08 3.5582642e+05 
