1.0000000e+00 1.0000000e+00 1.0000000e+00 -7.5538184e+01 -6.8644209e+02 1.7340836e+10 7.9638460e+08 3.0000000e+05 6.3222531e-11 2.2618481e+08 2.2447280e+04 -4.2502361e+04 2.0000000e+38 1.9197132e-01 3.9986795e+18 1.3777616e-02 -7.8765342e-08 3.3891885e+05 
9.9952505e-01 9.9985746e-01 1.0000022e+00 3.0000000e-01 -4.5528562e-03 1.7332600e+10 7.9627108e+08 3.0000065e+05 6.3291651e-11 2.2623128e+08 2.2468618e+04 -4.2524277e+04 1.9999547e+38 1.9197117e-01 3.9986767e+18 1.3789823e-02 -7.8924217e-08 3.3923307e+05 
9.9905032e-01 9.9971484e-01 1.0000043e+00 3.0026579e-01 -4.5620396e-03 1.7324367e+10 7.9615751e+08 3.0000130e+05 6.3360852e-11 2.2629314e+08 2.2489976e+04 -4.2545770e+04 1.9999535e+38 1.9197102e-01 3.9986740e+18 1.3803117e-02 -7.9085169e-08 3.3955508e+05 
9.9857582e-01 9.9957216e-01 1.0000065e+00 3.0055527e-01 -4.5713431e-03 1.7316139e+10 7.9604388e+08 3.0000195e+05 6.3430135e-11 2.2635535e+08 2.2511355e+04 -4.2567264e+04 1.9999534e+38 1.9197087e-01 3.9986712e+18 1.3816447e-02 -7.9246499e-08 3.3987757e+05 
9.9810154e-01 9.9942941e-01 1.0000087e+00 3.0084553e-01 -4.5806684e-03 1.7307915e+10 7.9593019e+08 3.0000260e+05 6.3499499e-11 2.2641760e+08 2.2532754e+04 -4.2588768e+04 1.9999535e+38 1.9197072e-01 3.9986684e+18 1.3829791e-02 -7.9408170e-08 3.4020040e+05 
9.9762749e-01 9.9928659e-01 1.0000109e+00 3.0113607e-01 -4.5900134e-03 1.7299694e+10 7.9581645e+08 3.0000326e+05 6.3568945e-11 2.2647986e+08 2.2554173e+04 -4.2610283e+04 1.9999535e+38 1.9197057e-01 3.9986656e+18 1.3843145e-02 -7.9570179e-08 3.4052353e+05 
9.9715366e-01 9.9914369e-01 1.0000130e+00 3.0142685e-01 -4.5993780e-03 1.7291478e+10 7.9570265e+08 3.0000391e+05 6.3638473e-11 2.2654211e+08 2.2575613e+04 -4.2631809e+04 1.9999536e+38 1.9197042e-01 3.9986628e+18 1.3856509e-02 -7.9732526e-08 3.4084698e+05 
9.9668006e-01 9.9900073e-01 1.0000152e+00 3.0171785e-01 -4.6087621e-03 1.7283265e+10 7.9558880e+08 3.0000457e+05 6.3708082e-11 2.2660435e+08 2.2597073e+04 -4.2653347e+04 1.9999537e+38 1.9197027e-01 3.9986600e+18 1.3869884e-02 -7.9895210e-08 3.4117073e+05 
9.9620669e-01 9.9885770e-01 1.0000174e+00 3.0200907e-01 -4.6181657e-03 1.7275056e+10 7.9547489e+08 3.0000522e+05 6.3777773e-11 2.2666659e+08 2.2618553e+04 -4.2674896e+04 1.9999538e+38 1.9197012e-01 3.9986572e+18 1.3883268e-02 -8.0058233e-08 3.4149479e+05 
9.9573353e-01 9.9871459e-01 1.0000196e+00 3.0230050e-01 -4.6275889e-03 1.7266852e+10 7.9536093e+08 3.0000588e+05 6.3847547e-11 2.2672881e+08 2.2640054e+04 -4.2696456e+04 1.9999539e+38 1.9196996e-01 3.9986544e+18 1.3896662e-02 -8.0221596e-08 3.4181915e+05 
