1.0000000e+00 1.0000000e+00 1.0000000e+00 1.6726219e-24 1.0000000e+00 3.6894053e+09 1.9548239e+09 3.0000000e+05 5.6900278e-10 6.3412370e+08 1.6529883e+05 -2.5835292e+05 2.0000000e+38 1.9779165e-01 1.4387377e+19 2.1993989e-01 -2.6322768e-05 7.7142664e+06 1.4460076e+34 6.5745580e+34          inf 
9.9967976e-01 9.9986704e-01 1.0001037e+00 4.1510000e-01 9.9922675e-01 3.6882238e+09 1.9545640e+09 3.0003112e+05 5.6944310e-10 6.3417962e+08 1.6540475e+05 -2.5844813e+05 1.9998778e+38 1.9778500e-01 1.4387368e+19 2.2003677e-01 -2.6354401e-05 7.7184788e+06 5.0099288e+21 2.2768599e+22          inf 
9.9935962e-01 9.9973406e-01 1.0002075e+00 4.1528283e-01 9.9845406e-01 3.6870427e+09 1.9543041e+09 3.0006226e+05 5.6988378e-10 6.3425595e+08 1.6551074e+05 -2.5854165e+05 1.9998744e+38 1.9777834e-01 1.4387359e+19 2.2014224e-01 -2.6389459e-05 7.7231516e+06 2.5053319e+21 1.1380515e+22          inf 
9.9903959e-01 9.9960106e-01 1.0003115e+00 4.1548189e-01 9.9768193e-01 3.6858620e+09 1.9540441e+09 3.0009344e+05 5.7032483e-10 6.3433275e+08 1.6561680e+05 -2.5863515e+05 1.9998739e+38 1.9777167e-01 1.4387350e+19 2.2024795e-01 -2.6424630e-05 7.7278376e+06 1.6704669e+21 7.5844833e+21          inf 
9.9871966e-01 9.9946804e-01 1.0004155e+00 4.1568141e-01 9.9691036e-01 3.6846816e+09 1.9537841e+09 3.0012466e+05 5.7076624e-10 6.3440959e+08 1.6572292e+05 -2.5872869e+05 1.9998738e+38 1.9776498e-01 1.4387341e+19 2.2035373e-01 -2.6459845e-05 7.7325274e+06 1.2530344e+21 5.6864677e+21          inf 
9.9839983e-01 9.9933500e-01 1.0005197e+00 4.1588106e-01 9.9613934e-01 3.6835017e+09 1.9535240e+09 3.0015590e+05 5.7120802e-10 6.3448643e+08 1.6582911e+05 -2.5882226e+05 1.9998737e+38 1.9775828e-01 1.4387331e+19 2.2045956e-01 -2.6495093e-05 7.7372198e+06 1.0025748e+21 4.5476586e+21          inf 
9.9808010e-01 9.9920193e-01 1.0006239e+00 4.1608079e-01 9.9536889e-01 3.6823221e+09 1.9532639e+09 3.0018717e+05 5.7165016e-10 6.3456325e+08 1.6593537e+05 -2.5891586e+05 1.9998737e+38 1.9775156e-01 1.4387322e+19 2.2056543e-01 -2.6530375e-05 7.7419147e+06 8.3560169e+20 3.7884527e+21          inf 
9.9776048e-01 9.9906885e-01 1.0007283e+00 4.1628060e-01 9.9459899e-01 3.6811428e+09 1.9530037e+09 3.0021848e+05 5.7209266e-10 6.3464005e+08 1.6604170e+05 -2.5900950e+05 1.9998737e+38 1.9774483e-01 1.4387313e+19 2.2067134e-01 -2.6565688e-05 7.7466118e+06 7.1633512e+20 3.2461630e+21          inf 
9.9744096e-01 9.9893574e-01 1.0008327e+00 4.1648048e-01 9.9382964e-01 3.6799640e+09 1.9527435e+09 3.0024982e+05 5.7253553e-10 6.3471683e+08 1.6614810e+05 -2.5910317e+05 1.9998737e+38 1.9773808e-01 1.4387304e+19 2.2077728e-01 -2.6601033e-05 7.7513112e+06 6.2688515e+20 2.8394459e+21          inf 
9.9712154e-01 9.9880261e-01 1.0009373e+00 4.1668044e-01 9.9306085e-01 3.6787855e+09 1.9524833e+09 3.0028119e+05 5.7297876e-10 6.3479359e+08 1.6625457e+05 -2.5919687e+05 1.9998737e+38 1.9773132e-01 1.4387295e+19 2.2088327e-01 -2.6636410e-05 7.7560129e+06 5.5731290e+20 2.5231105e+21          inf 
9.9680222e-01 9.9866947e-01 1.0010420e+00 4.1688047e-01 9.9229262e-01 3.6776074e+09 1.9522230e+09 3.0031259e+05 5.7342236e-10 6.3487032e+08 1.6636110e+05 -2.5929061e+05 1.9998737e+38 1.9772454e-01 1.4387286e+19 2.2098929e-01 -2.6671819e-05 7.7607169e+06 5.0165506e+20 2.2700423e+21          inf 
9.9648300e-01 9.9853629e-01 1.0011467e+00 4.1708057e-01 9.9152495e-01 3.6764297e+09 1.9519627e+09 3.0034402e+05 5.7386632e-10 6.3494703e+08 1.6646770e+05 -2.5938438e+05 1.9998737e+38 1.9771775e-01 1.4387277e+19 2.2109536e-01 -2.6707259e-05 7.7654231e+06 4.5611678e+20 2.0629867e+21          inf 
9.9616389e-01 9.9840310e-01 1.0012516e+00 4.1728075e-01 9.9075783e-01 3.6752524e+09 1.9517023e+09 3.0037548e+05 5.7431066e-10 6.3502372e+08 1.6657437e+05 -2.5947819e+05 1.9998737e+38 1.9771094e-01 1.4387267e+19 2.2120146e-01 -2.6742731e-05 7.7701317e+06 4.1816819e+20 1.8904405e+21          inf 
9.9584488e-01 9.9826989e-01 1.0013566e+00 4.1748100e-01 9.8999126e-01 3.6740754e+09 1.9514419e+09 3.0040698e+05 5.7475535e-10 6.3510039e+08 1.6668111e+05 -2.5957203e+05 1.9998737e+38 1.9770412e-01 1.4387258e+19 2.2130760e-01 -2.6778235e-05 7.7748424e+06 3.8605781e+20 1.7444399e+21          inf 
9.9552597e-01 9.9813666e-01 1.0014617e+00 4.1768132e-01 9.8922525e-01 3.6728988e+09 1.9511814e+09 3.0043851e+05 5.7520042e-10 6.3517703e+08 1.6678792e+05 -2.5966591e+05 1.9998738e+38 1.9769728e-01 1.4387249e+19 2.2141378e-01 -2.6813770e-05 7.7795555e+06 3.5853460e+20 1.6192967e+21          inf 
9.9520716e-01 9.9800340e-01 1.0015669e+00 4.1788172e-01 9.8845979e-01 3.6717226e+09 1.9509209e+09 3.0047007e+05 5.7564585e-10 6.3525366e+08 1.6689479e+05 -2.5975981e+05 1.9998738e+38 1.9769043e-01 1.4387240e+19 2.2152000e-01 -2.6849337e-05 7.7842708e+06 3.3468112e+20 1.5108393e+21          inf 
9.9488846e-01 9.9787012e-01 1.0016722e+00 4.1808219e-01 9.8769489e-01 3.6705468e+09 1.9506604e+09 3.0050166e+05 5.7609165e-10 6.3533026e+08 1.6700174e+05 -2.5985376e+05 1.9998738e+38 1.9768357e-01 1.4387231e+19 2.2162626e-01 -2.6884935e-05 7.7889884e+06 3.1380931e+20 1.4159392e+21          inf 
9.9456986e-01 9.9773683e-01 1.0017776e+00 4.1828273e-01 9.8693054e-01 3.6693713e+09 1.9503998e+09 3.0053328e+05 5.7653782e-10 6.3540683e+08 1.6710875e+05 -2.5994773e+05 1.9998738e+38 1.9767669e-01 1.4387222e+19 2.2173255e-01 -2.6920564e-05 7.7937082e+06 2.9539297e+20 1.3322039e+21          inf 
9.9425136e-01 9.9760351e-01 1.0018831e+00 4.1848334e-01 9.8616674e-01 3.6681963e+09 1.9501392e+09 3.0056494e+05 5.7698435e-10 6.3548339e+08 1.6721583e+05 -2.6004174e+05 1.9998738e+38 1.9766979e-01 1.4387213e+19 2.2183889e-01 -2.6956226e-05 7.7984303e+06 2.7902287e+20 1.2577726e+21          inf 
9.9393296e-01 9.9747017e-01 1.0019887e+00 4.1868403e-01 9.8540350e-01 3.6670216e+09 1.9498786e+09 3.0059662e+05 5.7743125e-10 6.3555992e+08 1.6732298e+05 -2.6013579e+05 1.9998738e+38 1.9766288e-01 1.4387203e+19 2.2194526e-01 -2.6991918e-05 7.8031547e+06 2.6437592e+20 1.1911763e+21          inf 
9.9361466e-01 9.9733681e-01 1.0020945e+00 4.1888479e-01 9.8464081e-01 3.6658472e+09 1.9496179e+09 3.0062834e+05 5.7787853e-10 6.3563643e+08 1.6743020e+05 -2.6022987e+05 1.9998738e+38 1.9765596e-01 1.4387194e+19 2.2205167e-01 -2.7027642e-05 7.8078814e+06 2.5119364e+20 1.1312396e+21          inf 
